Date,Close,LogRet,Year,Month
1970-01-30,85.0199966430664,,1970,1
1970-02-27,89.5,0.05135214183421244,1970,2
1970-03-31,89.62999725341797,0.001451429444903063,1970,3
1970-04-30,81.5199966430664,-0.09484170699050765,1970,4
1970-05-29,76.55000305175781,-0.06290418576531032,1970,5
1970-06-30,72.72000122070312,-0.051327695314324906,1970,6
1970-07-31,78.05000305175781,0.07073321940590649,1970,7
1970-08-31,81.5199966430664,0.043498661673728733,1970,8
1970-09-30,84.30000305175781,0.033533553473764854,1970,9
1970-10-30,83.25,-0.012533772348416683,1970,10
1970-11-30,87.19999694824219,0.04635616705715773,1970,11
1970-12-31,92.1500015258789,0.055213404756763396,1970,12
1971-01-29,95.87999725341795,0.03967968024567181,1971,1
1971-02-26,96.75,0.009032950989745103,1971,2
1971-03-31,100.30999755859376,0.03613503464688961,1971,3
1971-04-30,103.9499969482422,0.03564461838930111,1971,4
1971-05-31,99.62999725341795,-0.04244668845713839,1971,5
1971-06-30,98.6999969482422,-0.009378380969040201,1971,6
1971-07-30,95.58000183105469,-0.03212130321259199,1971,7
1971-08-31,99.02999877929688,0.03545920989930096,1971,8
1971-09-30,98.33999633789062,-0.006991997462085564,1971,9
1971-10-29,94.2300033569336,-0.042692186900969986,1971,10
1971-11-30,93.98999786376952,-0.0025502669396209043,1971,11
1971-12-31,102.08999633789062,0.08266637040560543,1971,12
1972-01-31,103.94000244140624,0.01795909175936572,1972,1
1972-02-29,106.56999969482422,0.024988210300339375,1972,2
1972-03-31,107.1999969482422,0.005894176799564832,1972,3
1972-04-28,107.66999816894531,0.0043747566526413095,1972,4
1972-05-31,109.52999877929688,0.017127496369282014,1972,5
1972-06-30,107.13999938964844,-0.022062088434686267,1972,6
1972-07-31,107.38999938964844,0.002330677430572692,1972,7
1972-08-31,111.08999633789062,0.033873588441761804,1972,8
1972-09-29,110.5500030517578,-0.0048727157197010484,1972,9
1972-10-31,111.58000183105469,0.009273903918941784,1972,10
1972-11-30,116.66999816894531,0.044607582313836325,1972,11
1972-12-29,118.0500030517578,0.011758868241462217,1972,12
1973-01-31,116.02999877929688,-0.01725952154404986,1973,1
1973-02-28,111.68000030517578,-0.03821112609221888,1973,2
1973-03-30,111.5199966430664,-0.0014337248360680732,1973,3
1973-04-30,106.97000122070312,-0.04165548418090559,1973,4
1973-05-31,104.9499969482422,-0.01906441554124516,1973,5
1973-06-29,104.26000213623048,-0.006596217359020606,1973,6
1973-07-31,108.22000122070312,0.037278403665004234,1973,7
1973-08-31,104.25,-0.03737434281550733,1973,8
1973-09-28,108.43000030517578,0.03931294561967569,1973,9
1973-10-31,108.29000091552734,-0.0012919842038945362,1973,10
1973-11-30,95.95999908447266,-0.12088139366391637,1973,11
1973-12-31,97.5500030517578,0.016433669922380822,1973,12
1974-01-31,96.56999969482422,-0.01009696753448086,1974,1
1974-02-28,96.22000122070312,-0.0036308818607837523,1974,2
1974-03-29,93.9800033569336,-0.02355521956356288,1974,3
1974-04-30,90.30999755859376,-0.03983386016524193,1974,4
1974-05-31,87.27999877929688,-0.034126841690329535,1974,5
1974-06-28,86.0,-0.014774031285250011,1974,6
1974-07-31,79.30999755859375,-0.0809831029413619,1974,7
1974-08-30,72.1500015258789,-0.0946168869435633,1974,8
1974-09-30,63.540000915527344,-0.12707766311853508,1974,9
1974-10-31,73.9000015258789,0.15104320535199633,1974,10
1974-11-29,69.97000122070311,-0.05464625239814502,1974,11
1974-12-31,68.55999755859375,-0.020357357524150466,1974,12
1975-01-31,76.9800033569336,0.1158364527837179,1975,1
1975-02-28,81.58999633789062,0.05816096909294988,1975,2
1975-03-31,83.36000061035156,0.02146192477051656,1975,3
1975-04-30,87.30000305175781,0.04618191247575787,1975,4
1975-05-30,91.1500015258789,0.04315602006228758,1975,5
1975-06-30,95.19000244140624,0.04336840204595305,1975,6
1975-07-31,88.75,-0.07005149155540558,1975,7
1975-08-29,86.87999725341797,-0.021295603783413775,1975,8
1975-09-30,83.87000274658203,-0.03525981082770535,1975,9
1975-10-31,89.04000091552734,0.05981770350508597,1975,10
1975-11-28,91.23999786376952,0.024407656753384188,1975,11
1975-12-31,90.19000244140624,-0.011574790755671138,1975,12
1976-01-30,100.86000061035156,0.11181483945284754,1976,1
1976-02-27,99.70999908447266,-0.011467459041251793,1976,2
1976-03-31,102.7699966430664,0.030227485313651492,1976,3
1976-04-30,101.63999938964844,-0.011056296525522313,1976,4
1976-05-31,100.18000030517578,-0.014468581471184905,1976,5
1976-06-30,104.27999877929688,0.04011100638354215,1976,6
1976-07-30,103.44000244140624,-0.008087819293536747,1976,7
1976-08-31,102.91000366210938,-0.005136902632196794,1976,8
1976-09-30,105.23999786376952,0.02238858043988312,1976,9
1976-10-29,102.9000015258789,-0.02248577820467812,1976,10
1976-11-30,102.0999984741211,-0.0078049474430841315,1976,11
1976-12-31,107.45999908447266,0.05116596655529726,1976,12
1977-01-31,102.02999877929688,-0.05185180105791698,1977,1
1977-02-28,99.81999969482422,-0.021898314738852953,1977,2
1977-03-31,98.41999816894531,-0.014124544150868168,1977,3
1977-04-29,98.44000244140624,0.0002032334904784605,1977,4
1977-05-31,96.12000274658205,-0.023849810881032774,1977,5
1977-06-30,100.4800033569336,0.04436129668608135,1977,6
1977-07-29,98.8499984741211,-0.016355201948541342,1977,7
1977-08-31,96.7699966430664,-0.02126653997728578,1977,8
1977-09-30,96.52999877929688,-0.002483165988351743,1977,9
1977-10-31,92.33999633789062,-0.044376450794811007,1977,10
1977-11-30,94.83000183105469,0.026608456784577683,1977,11
1977-12-30,95.0999984741211,0.002843119301902064,1977,12
1978-01-31,89.25,-0.0634875328466018,1978,1
1978-02-28,87.04000091552734,-0.025073627033649792,1978,2
1978-03-31,89.20999908447266,0.02462533703698444,1978,3
1978-04-28,96.83000183105469,0.08196375187034999,1978,4
1978-05-31,97.23999786376952,0.004225244945849305,1978,5
1978-06-30,95.52999877929688,-0.01774180597558317,1978,6
1978-07-31,100.68000030517578,0.05250685179456127,1978,7
1978-08-31,103.29000091552734,0.02559340158394008,1978,8
1978-09-29,102.54000091552734,-0.007287599598156724,1978,9
1978-10-31,93.1500015258789,-0.09604186185556784,1978,10
1978-11-30,94.6999969482422,0.01650285453802436,1978,11
1978-12-29,96.11000061035156,0.014779407219243978,1978,12
1979-01-31,99.93000030517578,0.03897656874184907,1979,1
1979-02-28,96.27999877929688,-0.0372093436914005,1979,2
1979-03-30,101.58999633789062,0.05368446881932787,1979,3
1979-04-30,101.76000213623048,0.001672051529121532,1979,4
1979-05-31,99.08000183105469,-0.02668949748291638,1979,5
1979-06-29,102.91000366210938,0.037927232331827376,1979,6
1979-07-31,103.80999755859376,0.008707426253574901,1979,7
1979-08-31,109.31999969482422,0.05171707658115654,1979,8
1979-09-28,109.31999969482422,0.0,1979,9
1979-10-31,101.81999969482422,-0.07107281279130362,1979,10
1979-11-30,106.16000366210938,0.0417408790431022,1979,11
1979-12-31,107.94000244140624,0.01662811528859187,1979,12
1980-01-31,114.16000366210938,0.0560254654386485,1980,1
1980-02-29,113.66000366210938,-0.004389437158488718,1980,2
1980-03-31,102.08999633789062,-0.10735682677929415,1980,3
1980-04-30,106.29000091552734,0.040316474849434236,1980,4
1980-05-30,111.23999786376952,0.04551879400299086,1980,5
1980-06-30,114.23999786376952,0.026611469729811432,1980,6
1980-07-31,121.66999816894531,0.06301096685822749,1980,7
1980-08-29,122.37999725341795,0.005818488841326186,1980,8
1980-09-30,125.45999908447266,0.024856039779900918,1980,9
1980-10-31,127.47000122070312,0.015894076999993345,1980,10
1980-11-28,140.52000427246094,0.09746880543104641,1980,11
1980-12-31,135.75999450683594,-0.034461277338618146,1980,12
1981-01-30,129.55000305175778,-0.04682164989893334,1981,1
1981-02-27,131.27000427246094,0.01318937279771859,1981,2
1981-03-31,136.0,0.03539858237361315,1981,3
1981-04-30,132.80999755859378,-0.023735368706591764,1981,4
1981-05-29,132.58999633789062,-0.0016578845226344896,1981,5
1981-06-30,131.21000671386722,-0.010462488220334798,1981,6
1981-07-31,130.91999816894528,-0.0022127086395693496,1981,7
1981-08-31,122.79000091552734,-0.06411084901845943,1981,8
1981-09-30,116.18000030517578,-0.05533487143732607,1981,9
1981-10-30,121.88999938964844,0.047978278469211766,1981,10
1981-11-30,126.3499984741211,0.03593682809725074,1981,11
1981-12-31,122.5500030517578,-0.030536686881333708,1981,12
1982-01-29,120.4000015258789,-0.017699589328131538,1982,1
1982-02-26,113.11000061035156,-0.06245874360875536,1982,2
1982-03-31,111.95999908447266,-0.010219145469397617,1982,3
1982-04-30,116.44000244140624,0.03923448337451685,1982,4
1982-05-31,111.87999725341795,-0.03994929606009556,1982,5
1982-06-30,109.61000061035156,-0.020498226988377333,1982,6
1982-07-30,107.08999633789062,-0.023259048579799213,1982,7
1982-08-31,119.51000213623048,0.10973049953747349,1982,8
1982-09-30,120.41999816894531,0.007585549077033349,1982,9
1982-10-29,133.72000122070312,0.10476245384996563,1982,10
1982-11-30,138.52999877929688,0.035338829177257836,1982,11
1982-12-31,140.63999938964844,0.015116529739096052,1982,12
1983-01-31,145.3000030517578,0.032597161982335976,1983,1
1983-02-28,148.05999755859375,0.01881698894626105,1983,2
1983-03-31,152.9600067138672,0.03255891267040134,1983,3
1983-04-29,164.42999267578125,0.07230840998700305,1983,4
1983-05-31,162.38999938964844,-0.012484057464610565,1983,5
1983-06-30,167.63999938964844,0.031817973697581436,1983,6
1983-07-29,162.55999755859375,-0.030771670044400068,1983,7
1983-08-31,164.39999389648438,0.011255296124446978,1983,8
1983-09-30,166.07000732421875,0.010106984825791976,1983,9
1983-10-31,163.5500030517578,-0.015290657677991426,1983,10
1983-11-30,166.39999389648438,0.01727571906345471,1983,11
1983-12-30,164.92999267578125,-0.008873394655310562,1983,12
1984-01-31,163.41000366210938,-0.00925869457776507,1984,1
1984-02-29,157.05999755859375,-0.03963452007193968,1984,2
1984-03-30,159.17999267578125,0.01340770896321164,1984,3
1984-04-30,160.0500030517578,0.0054506941178766866,1984,4
1984-05-31,150.5500030517578,-0.061191010284930236,1984,5
1984-06-29,153.17999267578125,0.017318377468519053,1984,6
1984-07-31,150.66000366210938,-0.016587985962328133,1984,7
1984-08-31,166.67999267578125,0.10105009590779446,1984,8
1984-09-28,166.10000610351562,-0.003485709247176061,1984,9
1984-10-31,166.08999633789062,-6.026530331659785e-05,1984,10
1984-11-30,163.5800018310547,-0.015227609561499378,1984,11
1984-12-31,167.24000549316406,0.02212776083389567,1984,12
1985-01-31,179.6300048828125,0.07146926762899763,1985,1
1985-02-28,181.17999267578125,0.008591764852689643,1985,2
1985-03-29,180.66000366210938,-0.0028741398236222793,1985,3
1985-04-30,179.8300018310547,-0.004604861633175084,1985,4
1985-05-31,189.5500030517578,0.05264088770311037,1985,5
1985-06-28,191.8500061035156,0.01206099044460096,1985,6
1985-07-31,190.9199981689453,-0.004859365959954509,1985,7
1985-08-30,188.6300048828125,-0.012067032303709091,1985,8
1985-09-30,182.0800018310547,-0.035341289249010366,1985,9
1985-10-31,189.82000732421875,0.04163013229313428,1985,10
1985-11-29,202.1699981689453,0.06303262528181097,1985,11
1985-12-31,211.27999877929688,0.04407534364199073,1985,12
1986-01-31,211.77999877929688,0.002363732027071741,1986,1
1986-02-28,226.9199981689453,0.06904953015090953,1986,2
1986-03-31,238.8999938964844,0.051447504394149135,1986,3
1986-04-30,235.5200042724609,-0.014249175102296618,1986,4
1986-05-30,247.3500061035156,0.04900850866828588,1986,5
1986-06-30,250.83999633789062,0.014010908726095117,1986,6
1986-07-31,236.1199951171875,-0.06047514138231591,1986,7
1986-08-29,252.92999267578125,0.06877261195208018,1986,8
1986-09-30,231.32000732421875,-0.08931067669247028,1986,9
1986-10-31,243.97999572753903,0.053284172256339524,1986,10
1986-11-28,249.22000122070312,0.021249808203746667,1986,11
1986-12-31,242.1699981689453,-0.02869609410143603,1986,12
1987-01-30,274.07998657226557,0.1237800342724027,1987,1
1987-02-27,284.20001220703125,0.03625827303147311,1987,2
1987-03-31,291.70001220703125,0.026047660106314652,1987,3
1987-04-30,288.3599853515625,-0.011516269984325866,1987,4
1987-05-29,290.1000061035156,0.006016063429464147,1987,5
1987-06-30,304.0,0.04680198923951284,1987,6
1987-07-31,318.6600036621094,0.047097013748356176,1987,7
1987-08-31,329.79998779296875,0.03436165795748369,1987,8
1987-09-30,321.8299865722656,-0.02446295901611606,1987,9
1987-10-30,251.7899932861328,-0.24542803399765045,1987,10
1987-11-30,230.3000030517578,-0.0892125600204281,1987,11
1987-12-31,247.0800018310547,0.07032935816060792,1987,12
1988-01-29,257.07000732421875,0.03963627160180749,1988,1
1988-02-29,267.82000732421875,0.040966690574679276,1988,2
1988-03-31,258.8900146484375,-0.033911822773448286,1988,3
1988-04-29,261.32998657226557,0.009380607475103275,1988,4
1988-05-31,262.16000366210943,0.0031710932429280803,1988,5
1988-06-30,273.5,0.042346603502490865,1988,6
1988-07-29,272.01998901367193,-0.005426069245371146,1988,7
1988-08-31,261.51998901367193,-0.03936483221022424,1988,8
1988-09-30,271.91000366210943,0.03896042225106555,1988,9
1988-10-31,278.97000122070307,0.02563311087646003,1988,10
1988-11-30,273.70001220703125,-0.019071592887292432,1988,11
1988-12-30,277.72000122070307,0.014580755633843978,1988,12
1989-01-31,297.4700012207031,0.06869996738792139,1989,1
1989-02-28,288.8599853515625,-0.02937129270662009,1989,2
1989-03-31,294.8699951171875,0.02059247372562467,1989,3
1989-04-28,309.6400146484375,0.04887581495703053,1989,4
1989-05-31,320.5199890136719,0.03453426298881901,1989,5
1989-06-30,317.9800109863281,-0.007956120362355712,1989,6
1989-07-31,346.0799865722656,0.08468140113430067,1989,7
1989-08-31,351.45001220703125,0.015397564950013098,1989,8
1989-09-29,349.1499938964844,-0.006565876544277316,1989,9
1989-10-31,340.3599853515625,-0.025497773867687812,1989,10
1989-11-30,345.989990234375,0.016406006737505585,1989,11
1989-12-29,353.3999938964844,0.021190697933962,1989,12
1990-01-31,329.0799865722656,-0.0712997011178853,1990,1
1990-02-28,331.8900146484375,0.008502791354483286,1990,2
1990-03-30,339.94000244140625,0.02396550577972789,1990,3
1990-04-30,330.79998779296875,-0.027255212383089145,1990,4
1990-05-31,361.2300109863281,0.08800097873791124,1990,5
1990-06-29,358.0199890136719,-0.008926084910209298,1990,6
1990-07-31,356.1499938964844,-0.005236846788815086,1990,7
1990-08-31,322.55999755859375,-0.09906281541277195,1990,8
1990-09-28,306.04998779296875,-0.05254071046276909,1990,9
1990-10-31,304.0,-0.0067207460051141865,1990,10
1990-11-30,322.2200012207031,0.0582068444450341,1990,11
1990-12-31,330.2200012207031,0.024524556849066848,1990,12
1991-01-31,343.92999267578125,0.04067902429874781,1991,1
1991-02-28,367.0700073242188,0.06511445851577591,1991,2
1991-03-29,375.2200012207031,0.021959938353917963,1991,3
1991-04-30,375.3399963378906,0.00031974823758318394,1991,4
1991-05-31,389.8299865722656,0.03787844010543928,1991,5
1991-06-28,371.1600036621094,-0.04907746586014916,1991,6
1991-07-31,387.80999755859375,0.04388227631696129,1991,7
1991-08-30,395.42999267578125,0.019458239201722627,1991,8
1991-09-30,387.8599853515625,-0.01932934986955992,1991,9
1991-10-31,392.45001220703125,0.011764759676739622,1991,10
1991-11-29,375.2200012207031,-0.04489664780873692,1991,11
1991-12-31,417.0899963378906,0.10578949320065512,1991,12
1992-01-31,408.7799987792969,-0.020124906041997903,1992,1
1992-02-28,412.70001220703125,0.00954385530957591,1992,2
1992-03-31,403.6900024414063,-0.02207370360663763,1992,3
1992-04-30,414.95001220703125,0.02751079773217402,1992,4
1992-05-29,415.3500061035156,0.0009634925174193398,1992,5
1992-06-30,408.1400146484375,-0.017511264288296857,1992,6
1992-07-31,424.2099914550781,0.03861830680387701,1992,7
1992-08-31,414.0299987792969,-0.024290163475820137,1992,8
1992-09-30,417.7999877929688,0.009064387885348246,1992,9
1992-10-30,418.67999267578125,0.0021040675880250603,1992,10
1992-11-30,431.3500061035156,0.02981295217929958,1992,11
1992-12-31,435.7099914550781,0.01005702514832052,1992,12
1993-01-29,438.7799987792969,0.00702128090816867,1993,1
1993-02-26,443.3800048828125,0.01042905544963535,1993,2
1993-03-31,451.6700134277344,0.018524653242830702,1993,3
1993-04-30,440.1900024414063,-0.0257453969876007,1993,4
1993-05-31,450.1900024414063,0.022463263865184047,1993,5
1993-06-30,450.5299987792969,0.0007549434975970826,1993,6
1993-07-30,448.1300048828125,-0.00534128500779385,1993,7
1993-08-31,463.55999755859375,0.03385244141081678,1993,8
1993-09-30,458.92999267578125,-0.010038144175098296,1993,9
1993-10-29,467.8299865722656,0.01920727633729946,1993,10
1993-11-30,461.7900085449219,-0.012994692567740884,1993,11
1993-12-31,466.45001220703125,0.0100405987830392,1993,12
1994-01-31,481.6099853515625,0.03198376790603685,1994,1
1994-02-28,467.1400146484375,-0.030505597516047978,1994,2
1994-03-31,445.7699890136719,-0.04682593067640006,1994,3
1994-04-29,450.9100036621094,0.011464671878566257,1994,4
1994-05-31,456.5,0.012320928865824143,1994,5
1994-06-30,444.2699890136719,-0.027156239046446373,1994,6
1994-07-29,458.260009765625,0.031004268952846914,1994,7
1994-08-31,475.489990234375,0.03690910079063592,1994,8
1994-09-30,462.7099914550781,-0.027245341243997245,1994,9
1994-10-31,472.3500061035156,0.02061975964867635,1994,10
1994-11-30,453.6900024414063,-0.040306098324759176,1994,11
